"text","author"
"I spoke to him, when he replied with a low growl, and then remained quiet.","EAP"
"We were not permitted by her to select any but light-hearted melodies; and all the Operas of Mozart were called into service, that we might choose the most exhilarating of his airs.","MWS"
"Adrian threw himself from his horse, and approaching one of those just slain: ""He was a man,"" he cried, ""and he is dead.","MWS"
"""Perdita,"" continued Raymond, ""you do not see the precipice on which you stand.","MWS"
"THE UNITED AMATEUR AUGUST 1916 DEPARTMENT OF PUBLIC CRITICISM FIRST ANNUAL REPORT 1915-1916.","HPL"
"He spoke with outstretched hand and winning voice, and then turning to our invaders, with a severe brow, he commanded them to lay down their arms: ""Do you think,"" he said, ""that because we are wasted by plague, you can overcome us; the plague is also among you, and when ye are vanquished by famine and disease, the ghosts of those you have murdered will arise to bid you not hope in death.","MWS"
"I doubt very much if Ammi consciously lied to me, and I do not think his tale was all a freak of madness as the townfolk had forewarned.","HPL"
"""But how did you proceed?""","EAP"
"One, two, is this a good quarter?-three, four-quite right!","EAP"
"Upon this occasion ""Old Charley"" is said to have behaved with exemplary moderation and Christian charity.","EAP"
"Before I could recover my sight, the lady of my love had disappeared-irreparably affronted at what she chose to consider my premeditated rudeness in passing her by ungreeted.","EAP"
"Once more in shadow, I resumed my former dog-trot past the leaning and decrepit houses that stared blankly into the night.","HPL"
"Dr. IVIuhoz summoned me by thumping on the floor, and I worked desperately to repair the injury while my host cursed in a tone whose lifeless, rattling hollowness surpassed description.","HPL"
"More miserable than man ever was before, why did I not sink into forgetfulness and rest?","MWS"
"There was no surgeon on board.","EAP"
"The whole visible area partook in different degrees of a tint of pale yellow, and in some portions had acquired a brilliancy even painful to the eye.","EAP"
"Mr. M'Quillen writes in an attractive style, and we shall look forward to the remainder of the present article.","HPL"
"(1) A SEQUEL TO ""THE MURDERS IN THE RUE MORGUE.""","EAP"
"The sooty Gothic windows were largely unbroken, though many of the stone mullions were missing.","HPL"
"She had lived for some years in an alms-house, and on fine Sundays her threshold was constantly beset by a crowd, seeking her advice and listening to her admonitions.","MWS"
"Their happiness was not decreased by the absence of summer.","MWS"
"I understand your feeling,"" continued he, perceiving that I wished to interrupt him; ""but you are mistaken, my friend, if thus you will allow me to name you; nothing can alter my destiny: listen to my history, and you will perceive how irrevocably it is determined.""","MWS"
"Why, too, did both Allen and Charles copy Joseph Curwen's handwriting, even when alone and off guard?","HPL"
"Last of my paternal race, I was likewise the last of this older and more mysterious line.","HPL"
"Thus the happy-dandy Flos Aeris of Java bears, it is said, a beautiful flower, which will live when pulled up by the roots.","EAP"
"A sentiment approaching happiness followed the total resignation of one's being to the guardianship of the world's ruler.","MWS"
"The Town Council are all very little, round, oily, intelligent men, with big saucer eyes and fat double chins, and have their coats much longer and their shoe-buckles much bigger than the ordinary inhabitants of Vondervotteimittiss.","EAP"
"He called my name repeatedly, but I made him no reply, and his apprehensions seemed thus to be confirmed.","EAP"
"My temper was sometimes violent, and my passions vehement; but by some law in my temperature they were turned, not towards childish pursuits, but to an eager desire to learn, and not to learn all things indiscriminately.","MWS"
"By what trivial circumstances men are often led to assert what they do not really believe!","EAP"
"For myself, there was one reward I promised myself from my detested toils-one consolation for my unparalleled sufferings; it was the prospect of that day when, enfranchised from my miserable slavery, I might claim Elizabeth and forget the past in my union with her.","MWS"
"from your lips first have I heard the voice of kindness directed towards me; I shall be for ever grateful; and your present humanity assures me of success with those friends whom I am on the point of meeting.'","MWS"
"Elwood could not imagine what had set these superstitious creatures gossiping, but supposed their imaginations had been roused by Oilman's late hours and somnolent walking and talking on the one hand, and by the nearness of traditionally feared May-Eve on the other hand.","HPL"
"that was the reason (as all men know, In this kingdom by the sea) That the wind came out of the cloud, chilling And killing my ANNABEL LEE.","EAP"
"One evening at about eight I heard a spattering on the floor and became suddenly aware that I had been smelling the pungent odour of ammonia for some time.","HPL"
